stddev_2_a,min_2_a,min_q_2_a,min_q_7_a,min_q_12_a,min_q_17_a,covmat_104_a,logm_9_a,entropy0_a,entropy3_a,stddev_2_b,min_2_b,min_q_2_b,min_q_7_b,min_q_12_b,min_q_17_b,covmat_104_b,logm_9_b,entropy0_b,entropy3_b,label
24.3,-20.6,-5.42,-15.6,-20.6,-6.06,2050.0,7.18,0.0,0.0,21.1,-20.1,-20.1,-5.51,-8.4,15.7,999.0,5.2,4.9,4.91,NEUTRAL
19.6,-48.9,-32.3,-19.4,-48.9,-38.0,796.0,6.02,0.0,0.0,15.3,-49.8,-49.8,-38.9,-30.1,-35.4,698.0,4.03,0.0,0.0,POSITIVE
258.0,-745.0,-594.0,-691.0,-640.0,-745.0,84100.0,10.7,0.0,4.95,252.0,-746.0,-637.0,-746.0,-742.0,-571.0,101000.0,10.2,0.0,0.0,POSITIVE
171.0,-912.0,-912.0,-881.0,-843.0,-798.0,154000.0,10.6,0.0,0.0,165.0,-953.0,-851.0,-803.0,-922.0,-953.0,147000.0,10.9,0.0,0.0,POSITIVE
40.1,-29.8,3.63,-26.1,-29.8,11.4,452.0,4.23,0.0,0.0,45.6,-43.6,-25.5,11.8,-43.6,-20.6,613.0,-3.8,0.0,0.0,POSITIVE
196.0,-935.0,-730.0,-789.0,-935.0,-689.0,131000.0,9.99,0.0,0.0,199.0,-931.0,-931.0,-680.0,-700.0,-788.0,122000.0,10.6,0.0,0.0,POSITIVE
13.5,-5.3,-5.3,11.5,3.7,10.5,574.0,6.26,4.96,4.96,11.9,2.86,2.86,10.6,15.0,9.16,1010.0,6.24,4.94,4.96,NEUTRAL
326.0,-791.0,-765.0,-771.0,-684.0,-791.0,105000.0,10.6,0.0,0.0,319.0,-784.0,-693.0,-784.0,-675.0,-683.0,100000.0,10.4,0.0,0.0,NEGATIVE
209.0,-675.0,-646.0,-675.0,-638.0,-613.0,82200.0,10.2,0.0,0.0,209.0,-770.0,-607.0,-617.0,-695.0,-770.0,79700.0,10.6,0.0,0.0,NEGATIVE
353.0,-721.0,-721.0,-709.0,-717.0,-667.0,99100.0,10.2,0.0,0.0,356.0,-714.0,-714.0,-672.0,-627.0,-580.0,86800.0,9.71,0.0,0.0,NEGATIVE
14.1,-1.74,7.0,-1.74,-0.5,1.91,227.0,5.26,4.95,4.96,14.5,0.289,0.289,2.6,3.3,0.604,733.0,4.69,4.92,4.94,NEUTRAL
191.0,-485.0,-417.0,-426.0,-465.0,-485.0,35900.0,9.88,0.0,0.0,170.0,-486.0,-463.0,-486.0,-381.0,-407.0,35200.0,9.36,0.0,0.0,POSITIVE
37.0,-37.2,-37.2,-30.2,25.5,26.0,1030.0,2.71,0.0,0.0,17.2,23.6,25.5,26.0,48.8,23.6,1180.0,5.17,0.0,0.0,POSITIVE
10.6,4.18,4.18,14.9,5.39,18.2,581.0,6.15,4.97,4.97,10.9,0.427,5.21,18.4,10.1,0.427,905.0,5.79,4.96,4.97,NEUTRAL
19.4,-7.87,-1.2,-7.87,-6.66,-1.47,280.0,4.84,0.0,0.0,27.3,-5.85,-5.85,-1.85,-0.556,6.74,467.0,4.51,0.0,0.0,POSITIVE
17.2,11.0,45.0,23.5,11.0,12.7,900.0,5.09,0.0,0.0,32.6,-33.5,11.1,12.8,7.48,-33.5,5970.0,4.72,0.0,0.0,POSITIVE
9.38,3.56,3.76,3.56,15.8,9.54,876.0,5.53,4.98,4.99,8.66,4.32,15.7,9.43,4.32,13.2,504.0,5.01,4.98,4.99,NEUTRAL
135.0,-721.0,-640.0,-615.0,-651.0,-721.0,78300.0,10.4,0.0,0.0,142.0,-747.0,-646.0,-726.0,-648.0,-747.0,89200.0,10.7,0.0,0.0,NEGATIVE
119.0,-677.0,-668.0,-628.0,-677.0,-624.0,83300.0,10.1,0.0,0.0,116.0,-677.0,-677.0,-621.0,-633.0,-650.0,80500.0,10.1,0.0,0.0,NEGATIVE
366.0,-895.0,-828.0,-895.0,-755.0,-785.0,136000.0,10.7,0.0,0.0,362.0,-884.0,-755.0,-790.0,-801.0,-884.0,121000.0,11.0,0.0,0.0,NEGATIVE
10.1,6.15,11.6,11.4,6.15,7.69,378.0,4.63,4.97,4.98,11.2,3.53,6.27,7.96,3.53,18.5,411.0,5.2,4.97,4.97,NEUTRAL
302.0,-651.0,-651.0,-569.0,-651.0,-638.0,73700.0,10.0,0.0,0.0,312.0,-657.0,-645.0,-637.0,-657.0,-607.0,79200.0,9.92,0.0,0.0,NEGATIVE
16.4,-15.3,-15.3,-2.52,-0.219,-5.53,385.0,4.81,0.0,0.0,14.4,-4.4,-0.325,-4.4,3.01,-1.84,466.0,5.37,0.0,0.0,NEUTRAL
13.0,-4.21,9.11,9.74,-4.21,3.61,1010.0,4.85,4.94,4.94,12.9,-3.69,-3.69,5.76,-2.79,10.3,484.0,4.97,4.96,4.97,NEUTRAL
7.98,10.0,16.7,20.8,13.4,10.0,1080.0,5.55,4.96,4.97,7.92,10.3,13.2,10.3,16.5,14.5,583.0,7.25,4.96,4.98,NEUTRAL
254.0,-647.0,-541.0,-625.0,-647.0,-628.0,72900.0,10.1,0.0,0.0,260.0,-646.0,-646.0,-635.0,-624.0,-613.0,77800.0,10.1,0.0,0.0,NEGATIVE
217.0,-804.0,-510.0,-668.0,-525.0,-804.0,63100.0,10.9,0.0,0.0,226.0,-966.0,-521.0,-796.0,-966.0,-591.0,118000.0,9.66,0.0,0.0,NEGATIVE
21.1,-20.1,-20.1,-5.51,-8.4,15.7,999.0,5.2,4.9,4.91,33.0,-22.4,-9.05,17.6,-22.4,-10.6,613.0,2.16,4.97,4.98,NEUTRAL
114.0,-65.2,-33.5,-4.22,-34.6,-65.2,6150.0,5.07,0.0,0.0,125.0,-68.0,-35.0,-64.8,-68.0,-59.2,4700.0,8.05,0.0,0.0,NEUTRAL
126.0,-480.0,-404.0,-413.0,-451.0,-480.0,35300.0,9.14,0.0,0.0,128.0,-490.0,-454.0,-484.0,-478.0,-490.0,44600.0,9.48,0.0,0.0,NEGATIVE
11.3,-0.101,4.03,-0.101,14.6,2.63,682.0,5.69,0.0,0.0,10.8,-1.17,14.5,2.37,-1.17,0.624,1130.0,4.93,0.0,0.0,POSITIVE
17.7,-7.0,8.62,2.89,-7.0,-1.69,581.0,5.51,0.0,4.96,19.0,-24.1,-8.47,-1.93,-24.1,-11.8,664.0,6.27,0.0,0.0,NEUTRAL
13.6,-1.1,0.619,3.21,-1.1,-0.63,318.0,5.52,4.97,4.95,14.2,-2.32,-0.816,-0.494,15.2,-2.32,544.0,3.22,4.87,4.85,NEUTRAL
210.0,-718.0,-718.0,-650.0,-621.0,-646.0,85000.0,9.92,0.0,0.0,212.0,-695.0,-608.0,-645.0,-695.0,-588.0,76200.0,9.97,0.0,0.0,NEGATIVE
15.2,-6.33,-2.92,1.08,-6.33,8.6,755.0,5.86,0.0,0.0,22.4,-13.8,-6.61,9.13,-4.98,-13.8,593.0,6.06,0.0,0.0,NEUTRAL
365.0,-842.0,-746.0,-704.0,-605.0,-842.0,93500.0,10.7,0.0,0.0,366.0,-835.0,-610.0,-835.0,-632.0,-801.0,97500.0,10.9,0.0,0.0,NEGATIVE
311.0,-798.0,-658.0,-607.0,-798.0,-716.0,95500.0,10.3,0.0,0.0,313.0,-795.0,-795.0,-725.0,-641.0,-594.0,104000.0,9.82,0.0,0.0,NEGATIVE
189.0,-505.0,-421.0,-453.0,-505.0,-439.0,42400.0,9.38,0.0,0.0,191.0,-504.0,-504.0,-419.0,-501.0,-426.0,45900.0,8.94,0.0,0.0,POSITIVE
367.0,-831.0,-734.0,-710.0,-778.0,-831.0,109000.0,10.7,0.0,0.0,367.0,-830.0,-779.0,-830.0,-735.0,-750.0,122000.0,10.4,0.0,0.0,NEGATIVE
11.6,-9.97,-9.97,12.1,6.7,2.06,746.0,6.09,4.97,4.99,10.9,-4.1,6.65,2.15,-4.1,-2.06,637.0,3.65,4.99,4.99,NEUTRAL
324.0,-902.0,-779.0,-902.0,-768.0,-784.0,131000.0,10.8,0.0,0.0,334.0,-921.0,-775.0,-776.0,-845.0,-921.0,125000.0,11.0,0.0,0.0,NEGATIVE
18.4,-16.6,-16.6,-9.28,-5.8,-13.9,398.0,5.3,0.0,0.0,17.8,-14.1,-5.95,-14.1,-5.77,-5.06,302.0,5.7,0.0,0.0,POSITIVE
17.7,-30.8,-30.8,-23.0,2.23,2.75,583.0,5.27,4.98,4.99,8.0,2.08,2.08,4.0,11.6,12.8,637.0,5.14,4.99,5.0,NEUTRAL
16.0,-7.8,5.79,1.44,-7.8,-3.98,412.0,5.12,0.0,0.0,17.6,-7.27,-7.27,-5.14,-3.28,7.18,388.0,5.39,0.0,0.0,POSITIVE
235.0,-666.0,-652.0,-637.0,-666.0,-626.0,82500.0,9.65,0.0,0.0,232.0,-668.0,-668.0,-625.0,-656.0,-587.0,81500.0,10.0,0.0,0.0,NEGATIVE
219.0,-685.0,-608.0,-685.0,-585.0,-589.0,78000.0,10.2,0.0,0.0,218.0,-611.0,-590.0,-611.0,-497.0,-606.0,64000.0,10.2,0.0,0.0,NEGATIVE
256.0,-610.0,-610.0,-578.0,-531.0,-587.0,61700.0,10.0,0.0,0.0,251.0,-600.0,-534.0,-600.0,-540.0,-599.0,57100.0,10.2,0.0,0.0,NEGATIVE
10.1,-0.328,-0.328,3.89,10.4,9.83,525.0,5.26,4.95,4.95,11.2,-1.71,10.2,9.86,15.9,-1.71,561.0,3.95,4.98,4.97,NEUTRAL
205.0,-719.0,-696.0,-661.0,-719.0,-648.0,92300.0,10.3,0.0,0.0,210.0,-718.0,-718.0,-650.0,-621.0,-646.0,85000.0,9.92,0.0,0.0,NEGATIVE
240.0,-545.0,-532.0,-545.0,-501.0,-519.0,53900.0,9.68,0.0,0.0,245.0,-663.0,-497.0,-523.0,-479.0,-663.0,46600.0,9.75,0.0,0.0,NEGATIVE
293.0,-871.0,-748.0,-768.0,-767.0,-871.0,106000.0,11.1,0.0,0.0,294.0,-935.0,-769.0,-874.0,-935.0,-827.0,144000.0,10.9,0.0,0.0,NEGATIVE
11.2,4.57,4.57,6.56,8.5,10.1,381.0,5.7,4.99,4.99,10.7,5.27,8.43,10.1,5.27,17.8,732.0,4.26,4.98,4.98,NEUTRAL
12.9,0.866,8.65,0.866,2.54,10.2,540.0,5.01,4.99,4.99,14.0,-4.95,3.33,10.6,-0.774,-4.95,370.0,5.3,4.99,4.99,NEUTRAL
16.3,-16.4,-11.5,-6.97,-16.4,-4.56,285.0,5.74,0.0,0.0,16.6,-16.2,-16.2,-4.41,-7.77,-13.8,536.0,5.63,0.0,0.0,POSITIVE
12.9,-3.69,-3.69,5.76,-2.79,10.3,484.0,4.97,4.96,4.97,12.9,-2.62,-2.62,9.4,2.14,3.53,565.0,5.72,4.98,4.98,NEUTRAL
9.85,-4.73,0.59,-4.73,1.01,3.3,691.0,6.22,0.0,0.0,9.23,-0.615,4.48,5.5,-0.615,9.32,1730.0,5.54,0.0,0.0,POSITIVE
11.4,4.73,14.0,9.15,4.73,11.4,1030.0,5.63,4.96,4.97,11.1,5.8,5.8,11.8,13.0,12.6,338.0,5.12,4.99,4.99,NEUTRAL
255.0,-833.0,-709.0,-700.0,-701.0,-833.0,92600.0,10.7,0.0,0.0,262.0,-882.0,-695.0,-831.0,-882.0,-690.0,123000.0,10.5,0.0,0.0,NEGATIVE
0.165,-971.0,-971.0,-971.0,-971.0,-971.0,175000.0,10.8,0.0,0.0,1.98,-975.0,-971.0,-971.0,-971.0,-975.0,173000.0,10.9,0.0,0.0,NEGATIVE
26.0,-999.0,-994.0,-981.0,-980.0,-999.0,179000.0,10.9,0.0,0.0,45.3,-1010.0,-978.0,-999.0,-996.0,-1010.0,181000.0,11.0,0.0,0.0,NEGATIVE
9.25,6.17,11.8,20.3,12.3,6.17,673.0,5.5,0.0,0.0,10.3,6.2,13.1,6.2,8.96,7.75,580.0,4.23,0.0,0.0,NEUTRAL
11.4,-0.104,5.04,10.2,-0.104,5.12,731.0,4.99,4.98,4.99,11.6,-0.0145,-0.0145,5.25,5.95,4.91,435.0,0.519,4.96,4.98,NEUTRAL
14.8,1.09,4.29,12.4,9.36,1.09,478.0,3.05,0.0,4.94,13.8,0.87,9.71,0.87,4.44,5.46,215.0,5.37,0.0,4.89,NEUTRAL
187.0,-694.0,-694.0,-514.0,-654.0,-515.0,77200.0,9.9,0.0,0.0,177.0,-638.0,-638.0,-517.0,-506.0,-573.0,61500.0,9.91,0.0,0.0,NEGATIVE
50.0,-76.3,16.5,-76.3,-22.1,3.38,1880.0,7.49,0.0,0.0,10.5,-12.2,-12.2,3.56,5.59,8.33,754.0,5.54,0.0,0.0,POSITIVE
10.8,-1.17,14.5,2.37,-1.17,0.624,1130.0,4.93,0.0,0.0,8.55,-2.48,-2.48,0.235,6.89,5.18,835.0,5.83,0.0,0.0,POSITIVE
13.3,-5.42,-3.11,1.03,-5.42,11.4,877.0,5.34,4.97,4.97,13.5,-5.3,-5.3,11.5,3.7,10.5,574.0,6.26,4.96,4.96,NEUTRAL
251.0,-600.0,-534.0,-600.0,-540.0,-599.0,57100.0,10.2,0.0,0.0,253.0,-602.0,-535.0,-602.0,-489.0,-584.0,55900.0,10.1,0.0,0.0,NEGATIVE
20.5,-15.8,8.96,18.0,3.91,-15.8,4250.0,5.43,0.0,0.0,97.9,-18.0,3.61,-16.6,-18.0,13.7,4950.0,6.51,0.0,0.0,NEUTRAL
44.9,-37.4,41.1,-37.4,-1.34,37.5,1540.0,-0.15,0.0,0.0,66.6,-119.0,2.99,40.1,-119.0,-51.8,1510.0,0.632,0.0,0.0,POSITIVE
25.6,-2.68,-2.68,5.23,13.5,2.36,677.0,4.76,4.97,4.97,57.6,-19.7,13.3,3.66,33.4,-19.7,759.0,5.78,0.0,0.0,NEUTRAL
41.0,-77.9,-6.3,9.95,-77.9,-30.6,4640.0,3.97,0.0,0.0,26.4,-78.3,-78.3,-31.0,2.61,-12.6,1050.0,2.69,0.0,0.0,POSITIVE
10.1,-10.4,-2.03,-2.43,-2.56,-10.4,800.0,2.41,0.0,0.0,9.28,-10.5,-2.81,-10.5,7.4,4.09,376.0,5.57,0.0,0.0,POSITIVE
11.1,-10.9,2.42,-9.02,-10.9,1.14,539.0,5.41,0.0,0.0,10.8,-11.4,-11.4,0.849,-5.88,3.21,735.0,4.55,0.0,0.0,POSITIVE
10.7,1.82,1.82,10.6,5.17,10.7,515.0,5.86,4.98,4.99,11.4,-0.104,5.04,10.2,-0.104,5.12,731.0,4.99,4.98,4.99,NEUTRAL
11.0,-18.8,-0.14,-18.8,2.09,-18.7,963.0,5.82,0.0,0.0,13.0,-18.6,2.05,-18.6,-7.3,-4.28,572.0,4.77,0.0,0.0,POSITIVE
370.0,-868.0,-843.0,-767.0,-868.0,-750.0,135000.0,10.4,0.0,0.0,366.0,-890.0,-867.0,-751.0,-890.0,-858.0,138000.0,10.8,0.0,0.0,NEGATIVE
263.0,-603.0,-575.0,-603.0,-556.0,-580.0,63100.0,10.0,0.0,0.0,262.0,-658.0,-547.0,-585.0,-658.0,-534.0,67200.0,9.05,0.0,0.0,NEGATIVE
283.0,-950.0,-814.0,-798.0,-860.0,-950.0,136000.0,11.1,0.0,0.0,285.0,-947.0,-858.0,-947.0,-823.0,-851.0,155000.0,10.9,0.0,0.0,POSITIVE
12.7,3.37,11.1,3.37,9.1,5.6,523.0,4.81,4.97,4.97,13.1,5.5,9.36,5.5,5.84,16.7,534.0,3.5,4.96,4.98,NEUTRAL
111.0,-1030.0,-990.0,-1010.0,-1020.0,-1030.0,191000.0,11.1,0.0,0.0,138.0,-1030.0,-1030.0,-1020.0,-997.0,-993.0,196000.0,11.0,0.0,0.0,NEGATIVE
9.56,6.23,10.4,6.23,10.0,7.04,896.0,6.42,4.98,4.99,10.6,-5.58,10.9,6.52,9.25,-5.58,626.0,6.05,4.98,4.98,NEUTRAL
19.3,-31.1,-13.8,-14.2,-6.81,-31.1,874.0,5.1,0.0,0.0,20.9,-31.2,-6.8,-31.2,-28.0,-25.2,1210.0,11.2,0.0,0.0,POSITIVE
191.0,-884.0,-738.0,-884.0,-731.0,-854.0,121000.0,10.9,0.0,0.0,184.0,-852.0,-717.0,-852.0,-816.0,-835.0,125000.0,10.9,0.0,0.0,NEGATIVE
239.0,-743.0,-743.0,-708.0,-736.0,-670.0,100000.0,10.4,0.0,0.0,245.0,-738.0,-738.0,-667.0,-661.0,-699.0,89300.0,10.4,0.0,0.0,NEGATIVE
202.0,-786.0,-734.0,-786.0,-756.0,-764.0,108000.0,10.6,0.0,0.0,211.0,-788.0,-752.0,-768.0,-671.0,-788.0,101000.0,9.87,0.0,0.0,NEGATIVE
13.8,-6.77,-6.77,-2.22,-0.915,3.39,361.0,6.01,0.0,0.0,11.9,-0.501,-0.299,4.68,-0.501,5.37,424.0,4.56,0.0,0.0,POSITIVE
19.6,-28.0,-28.0,-11.5,-1.54,-2.17,453.0,2.48,0.0,0.0,17.0,-10.8,-2.08,-1.48,-10.8,-4.04,199.0,-0.574,0.0,0.0,POSITIVE
8.0,2.08,2.08,4.0,11.6,12.8,637.0,5.14,4.99,5.0,8.16,2.18,12.4,12.8,3.68,2.18,973.0,5.9,4.99,4.99,NEUTRAL
130.0,-535.0,-510.0,-467.0,-514.0,-535.0,46700.0,9.78,0.0,0.0,141.0,-592.0,-516.0,-534.0,-592.0,-567.0,58000.0,9.85,0.0,0.0,NEGATIVE
10.7,5.92,16.3,9.94,5.92,9.61,657.0,5.34,0.0,0.0,10.9,6.14,6.14,9.94,9.04,6.51,285.0,5.45,0.0,0.0,NEUTRAL
12.8,11.4,11.4,11.6,14.1,11.5,322.0,4.52,4.97,4.96,13.1,9.11,14.0,11.8,9.11,10.1,737.0,5.19,4.97,4.96,NEUTRAL
213.0,-619.0,-599.0,-504.0,-571.0,-619.0,62800.0,10.1,0.0,0.0,217.0,-637.0,-582.0,-620.0,-476.0,-637.0,63000.0,10.2,0.0,0.0,NEGATIVE
170.0,-554.0,-511.0,-527.0,-550.0,-554.0,56100.0,10.1,0.0,0.0,161.0,-554.0,-554.0,-551.0,-528.0,-496.0,58900.0,9.62,0.0,0.0,NEGATIVE
20.1,-47.0,-34.6,-47.0,-10.8,-13.7,3040.0,6.88,0.0,0.0,16.4,-35.7,-9.25,-12.1,-30.0,-35.7,3900.0,6.48,0.0,0.0,POSITIVE
303.0,-847.0,-486.0,-568.0,-847.0,-644.0,85700.0,-9.21,0.0,0.0,144.0,-852.0,-852.0,-650.0,-591.0,-670.0,100000.0,7.04,0.0,0.0,POSITIVE
244.0,-684.0,-576.0,-667.0,-684.0,-660.0,77000.0,10.2,0.0,0.0,248.0,-679.0,-679.0,-656.0,-588.0,-668.0,76900.0,10.1,0.0,0.0,NEGATIVE
241.0,-666.0,-660.0,-613.0,-666.0,-654.0,80700.0,10.2,0.0,0.0,239.0,-701.0,-669.0,-655.0,-645.0,-701.0,83700.0,10.4,0.0,0.0,NEGATIVE
349.0,-685.0,-685.0,-576.0,-675.0,-603.0,81900.0,9.65,0.0,0.0,356.0,-675.0,-675.0,-607.0,-447.0,-650.0,66900.0,10.1,0.0,0.0,NEGATIVE
10.3,-5.25,6.94,7.13,-3.49,-5.25,658.0,5.45,0.0,0.0,9.82,-5.45,-3.53,-5.45,3.39,2.5,825.0,5.2,0.0,0.0,POSITIVE
13.7,-15.1,-15.1,-8.49,-13.1,-2.52,1020.0,3.85,4.96,4.94,15.5,-12.4,-12.4,-2.86,1.88,1.51,498.0,5.01,0.0,0.0,NEUTRAL
8.32,14.5,15.7,19.8,14.5,16.3,1050.0,4.62,4.98,4.99,7.95,14.4,14.7,16.4,14.4,26.1,529.0,3.83,4.98,4.99,NEUTRAL
179.0,-994.0,-945.0,-994.0,-961.0,-863.0,177000.0,10.6,0.0,0.0,180.0,-970.0,-970.0,-886.0,-909.0,-885.0,169000.0,10.8,0.0,0.0,POSITIVE
269.0,-558.0,-450.0,-542.0,-554.0,-558.0,52300.0,10.0,0.0,0.0,257.0,-572.0,-559.0,-562.0,-572.0,-544.0,62300.0,9.79,0.0,0.0,NEGATIVE
297.0,-614.0,-518.0,-614.0,-496.0,-565.0,59000.0,9.96,0.0,0.0,299.0,-650.0,-489.0,-570.0,-650.0,-567.0,64300.0,9.86,0.0,0.0,NEGATIVE
8.35,6.26,12.8,13.2,6.26,13.6,518.0,5.2,4.97,4.99,8.77,6.66,6.66,13.3,18.3,13.3,958.0,4.16,4.98,5.0,NEUTRAL
21.2,-24.0,-15.2,-16.5,-23.3,-24.0,4730.0,6.09,0.0,0.0,21.6,-38.4,-25.0,-24.0,-38.4,-27.1,4760.0,3.96,0.0,0.0,POSITIVE
345.0,-880.0,-810.0,-828.0,-880.0,-809.0,135000.0,10.8,0.0,0.0,339.0,-881.0,-881.0,-810.0,-862.0,-722.0,141000.0,10.5,0.0,0.0,NEGATIVE
234.0,-655.0,-554.0,-655.0,-544.0,-562.0,69700.0,9.62,0.0,4.91,251.0,-621.0,-548.0,-551.0,-491.0,-621.0,57000.0,9.29,0.0,0.0,POSITIVE
96.3,-511.0,-48.2,-511.0,-41.0,-49.8,18300.0,9.85,0.0,0.0,44.0,-136.0,-40.9,-50.6,-45.0,-136.0,1730.0,7.53,0.0,4.94,POSITIVE
15.0,-22.9,-21.0,-13.3,-22.9,-11.9,443.0,0.807,0.0,0.0,14.0,-22.8,-22.8,-12.1,-20.4,-21.8,301.0,5.07,0.0,0.0,POSITIVE
83.5,-1020.0,-991.0,-1020.0,-989.0,-1000.0,188000.0,11.0,0.0,0.0,111.0,-1030.0,-990.0,-1010.0,-1020.0,-1030.0,191000.0,11.1,0.0,0.0,NEGATIVE
284.0,-643.0,-643.0,-621.0,-638.0,-604.0,76800.0,10.1,0.0,0.0,290.0,-744.0,-643.0,-609.0,-681.0,-744.0,79300.0,10.5,0.0,0.0,NEGATIVE
229.0,-819.0,-629.0,-819.0,-599.0,-628.0,88200.0,10.5,0.0,0.0,229.0,-726.0,-597.0,-626.0,-560.0,-726.0,67100.0,10.5,0.0,0.0,NEGATIVE
198.0,-662.0,-1.97,-18.2,-662.0,-158.0,36100.0,5.63,0.0,4.77,293.0,-663.0,-663.0,-157.0,89.1,-26.7,39500.0,-7.29,0.0,4.87,POSITIVE
14.8,14.2,18.5,19.7,14.2,27.5,947.0,3.81,0.0,4.98,18.0,-11.1,14.3,27.4,14.4,-11.1,755.0,6.47,0.0,0.0,NEUTRAL
10.2,-1.69,5.44,9.25,-1.69,5.38,492.0,5.21,4.98,4.99,10.5,-1.58,-1.58,6.06,6.74,2.8,353.0,5.81,4.97,4.99,NEUTRAL
52.0,-84.9,-40.9,-84.9,18.7,12.1,1090.0,5.6,0.0,0.0,31.8,-16.2,18.5,9.99,-16.2,2.35,657.0,5.49,0.0,0.0,POSITIVE
13.4,4.14,9.31,17.2,4.14,6.91,448.0,4.42,4.97,4.99,13.6,4.33,4.33,6.95,9.14,6.09,544.0,1.62,4.96,4.98,NEUTRAL
13.7,2.1,4.77,4.03,10.4,2.1,479.0,6.56,4.98,4.98,14.4,0.0783,11.0,0.0783,4.9,4.95,1500.0,4.19,4.96,4.96,NEUTRAL
26.8,-94.6,-94.6,-32.5,-33.8,-33.0,1530.0,6.43,0.0,0.0,18.1,-37.0,-33.8,-32.9,-37.0,-30.0,666.0,5.94,0.0,0.0,POSITIVE
75.5,-36.0,19.4,-12.3,-36.0,7.6,2190.0,3.83,0.0,0.0,82.9,-36.7,-36.7,7.4,-5.78,-26.9,1840.0,7.4,0.0,0.0,NEUTRAL
12.9,2.2,16.2,2.2,13.8,12.6,666.0,5.08,0.0,0.0,12.6,10.8,14.5,14.7,10.8,11.0,433.0,6.09,0.0,0.0,NEUTRAL
204.0,-597.0,-423.0,-507.0,-597.0,-567.0,49600.0,9.28,0.0,0.0,198.0,-597.0,-597.0,-566.0,-550.0,-484.0,59900.0,9.56,0.0,0.0,NEGATIVE
203.0,-589.0,-589.0,-454.0,-473.0,-413.0,49100.0,6.9,0.0,0.0,199.0,-511.0,-466.0,-408.0,-424.0,-511.0,35700.0,9.39,0.0,0.0,NEGATIVE
261.0,-912.0,-777.0,-912.0,-887.0,-854.0,149000.0,11.0,0.0,0.0,263.0,-930.0,-887.0,-856.0,-820.0,-930.0,146000.0,11.0,0.0,0.0,POSITIVE
19.7,-30.1,-3.24,-30.1,-1.58,0.442,1380.0,5.48,0.0,0.0,16.1,-14.6,1.93,-0.074,-14.6,-4.44,644.0,5.3,4.97,4.95,NEUTRAL
196.0,-518.0,-518.0,-457.0,-431.0,-473.0,41300.0,9.46,0.0,0.0,198.0,-515.0,-430.0,-475.0,-515.0,-482.0,41500.0,9.64,0.0,0.0,NEGATIVE
223.0,-737.0,-575.0,-528.0,-574.0,-737.0,62000.0,10.5,0.0,0.0,227.0,-737.0,-574.0,-737.0,-665.0,-630.0,86700.0,10.4,0.0,0.0,NEGATIVE
307.0,-890.0,-799.0,-840.0,-890.0,-878.0,138000.0,11.0,0.0,0.0,317.0,-883.0,-875.0,-881.0,-883.0,-867.0,147000.0,10.9,0.0,0.0,NEGATIVE
10.6,-5.58,10.9,6.52,9.25,-5.58,626.0,6.05,4.98,4.98,10.0,-5.4,8.96,-5.4,6.04,-0.355,975.0,5.67,4.97,4.99,NEUTRAL
11.6,4.47,15.6,7.89,4.47,19.2,398.0,5.73,4.92,4.95,11.4,0.242,7.58,11.7,0.242,7.12,636.0,4.93,4.95,4.97,NEUTRAL
11.8,-2.71,10.6,8.72,-2.65,-2.71,379.0,2.75,0.0,0.0,10.1,-10.4,-2.03,-2.43,-2.56,-10.4,800.0,2.41,0.0,0.0,POSITIVE
265.0,-865.0,-592.0,-683.0,-850.0,-865.0,102000.0,10.9,0.0,0.0,261.0,-863.0,-848.0,-863.0,-723.0,-570.0,134000.0,10.0,0.0,0.0,POSITIVE
366.0,-835.0,-610.0,-835.0,-632.0,-801.0,97500.0,10.9,0.0,0.0,370.0,-795.0,-633.0,-789.0,-757.0,-795.0,108000.0,10.6,0.0,0.0,NEGATIVE
248.0,-812.0,-647.0,-629.0,-670.0,-812.0,83400.0,10.8,0.0,0.0,257.0,-819.0,-671.0,-813.0,-819.0,-712.0,120000.0,10.6,0.0,0.0,POSITIVE
9.73,3.98,3.98,13.5,10.3,17.8,682.0,5.44,4.95,4.96,9.1,8.82,12.0,16.7,8.82,11.5,534.0,5.18,0.0,4.97,NEUTRAL
254.0,-602.0,-571.0,-547.0,-586.0,-602.0,61900.0,9.98,0.0,0.0,255.0,-623.0,-577.0,-608.0,-623.0,-619.0,69600.0,10.2,0.0,0.0,NEGATIVE
278.0,-680.0,-598.0,-553.0,-555.0,-680.0,63600.0,10.2,0.0,0.0,288.0,-683.0,-557.0,-683.0,-605.0,-592.0,74600.0,10.2,0.0,0.0,NEGATIVE
11.1,5.8,5.8,11.8,13.0,12.6,338.0,5.12,4.99,4.99,13.0,0.555,13.4,12.2,0.555,2.18,493.0,6.11,4.99,4.99,NEUTRAL
218.0,-628.0,-511.0,-475.0,-507.0,-628.0,49000.0,10.3,0.0,0.0,215.0,-630.0,-506.0,-630.0,-586.0,-556.0,64500.0,10.0,0.0,0.0,NEGATIVE
13.7,-6.08,-3.72,-6.08,-1.92,8.49,1310.0,6.34,4.99,4.99,13.8,-3.61,-3.61,8.2,6.65,5.77,569.0,4.91,4.99,4.99,NEUTRAL
9.74,-2.03,-2.03,0.772,0.801,9.32,579.0,6.04,0.0,0.0,9.3,0.801,0.801,8.55,1.7,3.99,500.0,-0.126,0.0,0.0,POSITIVE
